language,template_id,kind,label,source,op_a,op_b,op_c,ab_text,ba_text,abc_text,bca_text,cab_text,acb_text,cba_text,bac_text
en,42,pair,NM_vs_MN,The programmer confirmed the answer in the morning.,N,M,,The programmer did not confirm apparently the answer in the morning.,The programmer apparently did not confirm the answer in the morning.,,,,,,
en,42,pair,NT_vs_TN,The programmer confirmed the answer in the morning.,N,T,,The programmer failed to is going to confirm the answer in the morning.,The programmer did not confirm the answer in the morning.,,,,,,
en,42,pair,QM_vs_MQ,The programmer confirmed the answer in the morning.,Q,M,,Is it apparently true that the programmer confirmed the answer in the morning?,Did the programmer apparently confirm the answer in the morning?,,,,,,
en,42,pair,QT_vs_TQ,The programmer confirmed the answer in the morning.,Q,T,,Will it be true that the programmer confirmed the answer in the morning?,Will the programmer confirmed the answer in the morning?,,,,,,
en,42,pair,MT_vs_TM,The programmer confirmed the answer in the morning.,M,T,,The programmer apparently is going to confirm the answer in the morning.,The programmer is going to confirm apparently the answer in the morning.,,,,,,
en,42,triple,NQM,The programmer confirmed the answer in the morning.,N,Q,M,,,Is it apparently true that the programmer did not confirm the answer in the morning?,Is it false that the programmer confirmed apparently the answer in the morning?,Did the programmer fail to confirm the answer in the morning?,Did the programmer fail to confirm the answer in the morning?,Is it false that the programmer apparently confirmed the answer in the morning?,Is it false that the programmer confirmed apparently the answer in the morning?
en,42,triple,NQT,The programmer confirmed the answer in the morning.,N,Q,T,,,Will it be true that the programmer did not confirm the answer in the morning?,Is it false that the programmer is going to confirm the answer in the morning?,Will the programmer did not confirm the answer in the morning?,Will the programmer did not confirm the answer in the morning?,Is it false that the programmer is going to confirm the answer in the morning?,Is it false that the programmer is going to confirm the answer in the morning?
en,42,triple,NMT,The programmer confirmed the answer in the morning.,N,M,T,,,The programmer failed to is going to confirm apparently the answer in the morning.,The programmer apparently did not confirm the answer in the morning.,The programmer did not confirm apparently the answer in the morning.,The programmer failed to is going to confirm apparently the answer in the morning.,The programmer did not confirm apparently the answer in the morning.,The programmer apparently failed to is going to confirm the answer in the morning.
en,42,triple,QMT,The programmer confirmed the answer in the morning.,Q,M,T,,,Is it apparently true that the programmer is going to confirm the answer in the morning?,Will the programmer apparently confirmed the answer in the morning?,Is it apparently true that the programmer is going to confirm the answer in the morning?,Is it apparently true that the programmer is going to confirm the answer in the morning?,Will the programmer apparently confirmed the answer in the morning?,Will it be true that the programmer apparently confirmed the answer in the morning?
en,43,pair,NQ_vs_QN,The programmer completed the repair before the deadline.,N,Q,,Did the programmer fail to complete the repair before the deadline?,Is it false that the programmer completed the repair before the deadline?,,,,,,
en,43,pair,NM_vs_MN,The programmer completed the repair before the deadline.,N,M,,The programmer refused to complete apparently the repair before the deadline.,The programmer apparently refused to complete the repair before the deadline.,,,,,,
en,43,pair,NT_vs_TN,The programmer completed the repair before the deadline.,N,T,,The programmer failed to is going to complete the repair before the deadline.,The programmer did not complete the repair before the deadline.,,,,,,
en,43,pair,QM_vs_MQ,The programmer completed the repair before the deadline.,Q,M,,Is it apparently true that the programmer completed the repair before the deadline?,Did the programmer apparently complete the repair before the deadline?,,,,,,
en,43,pair,QT_vs_TQ,The programmer completed the repair before the deadline.,Q,T,,Will it be true that the programmer completed the repair before the deadline?,Will the programmer completed the repair before the deadline?,,,,,,
en,43,pair,MT_vs_TM,The programmer completed the repair before the deadline.,M,T,,The programmer apparently is going to complete the repair before the deadline.,The programmer is going to complete apparently the repair before the deadline.,,,,,,
en,43,triple,NQM,The programmer completed the repair before the deadline.,N,Q,M,,,Is it apparently true that the programmer refused to complete the repair before the deadline?,Is it false that the programmer completed apparently the repair before the deadline?,Did the programmer fail to complete the repair before the deadline?,Did the programmer fail to complete the repair before the deadline?,Is it false that the programmer apparently completed the repair before the deadline?,Is it false that the programmer completed apparently the repair before the deadline?
en,43,triple,NQT,The programmer completed the repair before the deadline.,N,Q,T,,,Will it be true that the programmer refused to complete the repair before the deadline?,Is it false that the programmer is going to complete the repair before the deadline?,Will the programmer refused to complete the repair before the deadline?,Will the programmer refused to complete the repair before the deadline?,Is it false that the programmer is going to complete the repair before the deadline?,Is it false that the programmer is going to complete the repair before the deadline?
