model,target_class,source_set,source_id,source,prompt_style,layer,control,gain,vector_class,prompt,generated,target_marker_hit,content_preserved,target_and_preserved,malformed_or_repetitive,generated_chars,target_best_prob,target_best_rank,target_top1_any
gpt2,exclamation,application_naturalish_heldout,2,Marina counted 73 labeled samples before the freezer alarm sounded.,neutral_restate,-1,string_append_source,0.0,,<postprocess: append target marker to source>,Marina counted 73 labeled samples before the freezer alarm sounded!,1.0,1.0,1.0,0.0,67.0,,,
gpt2,exclamation,application_naturalish_heldout,2,Marina counted 73 labeled samples before the freezer alarm sounded.,neutral_restate,2,target,0.75,exclamation,"Restate the following sentence exactly.
Sentence: Marina counted 73 labeled samples before the freezer alarm sounded.
Restatement:","Marina counted 73 labeled samples before the freezer alarm sounded.
Sentence: Marina counted 73 labeled samples before the freezer alarm",0.0,1.0,0.0,0.0,136.0,0.08266431093215942,2.0,0.0
gpt2,exclamation,application_naturalish_heldout,2,Marina counted 73 labeled samples before the freezer alarm sounded.,neutral_restate,2,wrong_marker,0.75,question,"Restate the following sentence exactly.
Sentence: Marina counted 73 labeled samples before the freezer alarm sounded.
Restatement:","Marina's body was found in the freezer.
The freezer alarm was triggered by the freezer alarm.
The freezer alarm",0.0,0.0,0.0,1.0,111.0,0.010004456155002117,11.0,0.0
gpt2,exclamation,application_naturalish_heldout,2,Marina counted 73 labeled samples before the freezer alarm sounded.,neutral_restate,2,random_norm,0.75,random_norm,"Restate the following sentence exactly.
Sentence: Marina counted 73 labeled samples before the freezer alarm sounded.
Restatement:","Marina was not in the freezer.
Sentence: Marina was not in the freezer.
Sentence: Marina was",0.0,0.0,0.0,0.0,92.0,0.001741632935591042,21.0,0.0
gpt2,exclamation,application_naturalish_heldout,2,Marina counted 73 labeled samples before the freezer alarm sounded.,neutral_restate,2,negative_target,0.75,exclamation,"Restate the following sentence exactly.
Sentence: Marina counted 73 labeled samples before the freezer alarm sounded.
Restatement:","Marina was given a list of the samples and the freezer alarm was activated.
Sentence: Marina was given a list",0.0,0.0,0.0,0.0,109.0,6.35656833765097e-05,226.0,0.0
gpt2,exclamation,application_naturalish_heldout,2,Marina counted 73 labeled samples before the freezer alarm sounded.,neutral_restate,3,target,0.75,exclamation,"Restate the following sentence exactly.
Sentence: Marina counted 73 labeled samples before the freezer alarm sounded.
Restatement:","Marina counted 73 labeled samples before the freezer alarm sounded.
Sentence: Marina counted 73 labeled samples before the freezer alarm",0.0,1.0,0.0,0.0,136.0,0.09686332941055298,2.0,0.0
gpt2,exclamation,application_naturalish_heldout,2,Marina counted 73 labeled samples before the freezer alarm sounded.,neutral_restate,3,wrong_marker,0.75,question,"Restate the following sentence exactly.
Sentence: Marina counted 73 labeled samples before the freezer alarm sounded.
Restatement:","Marina's body was found in the freezer.
Sentence: Marina's body was found in the freezer?
Sent",0.0,0.0,0.0,0.0,94.0,0.0038053393363952637,13.0,0.0
gpt2,exclamation,application_naturalish_heldout,2,Marina counted 73 labeled samples before the freezer alarm sounded.,neutral_restate,3,random_norm,0.75,random_norm,"Restate the following sentence exactly.
Sentence: Marina counted 73 labeled samples before the freezer alarm sounded.
Restatement:","Marina was not in the freezer.
The following is a condensed version of the sentence
""The following is a condensed",0.0,0.0,0.0,0.0,113.0,0.0006822890136390924,64.0,0.0
gpt2,exclamation,application_naturalish_heldout,2,Marina counted 73 labeled samples before the freezer alarm sounded.,neutral_restate,3,negative_target,0.75,exclamation,"Restate the following sentence exactly.
Sentence: Marina counted 73 labeled samples before the freezer alarm sounded.
Restatement:","Marina was not allowed to return to the freezer.
The freezer alarm was activated.
The freezer alarm was activated.",0.0,0.0,0.0,0.0,114.0,8.998371777124703e-05,239.0,0.0
gpt2,exclamation,application_naturalish_heldout,2,Marina counted 73 labeled samples before the freezer alarm sounded.,neutral_same,-1,none,0.0,,"Same meaning, same wording:
Marina counted 73 labeled samples before the freezer alarm sounded.
Output:","Marina counted 73 labeled samples before the freezer alarm sounded.
Marina counted 73 labeled samples before the freezer",0.0,1.0,0.0,0.0,120.0,0.0004671409260481596,14.0,0.0
gpt2,exclamation,application_naturalish_heldout,2,Marina counted 73 labeled samples before the freezer alarm sounded.,neutral_same,-1,strong_prompt,0.0,,"Restate the following sentence exactly, but end it with an exclamation mark.
Sentence: Marina counted 73 labeled samples before the freezer alarm sounded.
Restatement:","Marina was not in the freezer.
Sentence: Marina was not in the freezer.
Sentence: Marina was",0.0,0.0,0.0,0.0,92.0,0.00084573810454458,31.0,0.0
gpt2,exclamation,application_naturalish_heldout,2,Marina counted 73 labeled samples before the freezer alarm sounded.,neutral_same,-1,string_append_source,0.0,,<postprocess: append target marker to source>,Marina counted 73 labeled samples before the freezer alarm sounded!,1.0,1.0,1.0,0.0,67.0,,,
gpt2,exclamation,application_naturalish_heldout,2,Marina counted 73 labeled samples before the freezer alarm sounded.,neutral_same,2,target,0.75,exclamation,"Same meaning, same wording:
Marina counted 73 labeled samples before the freezer alarm sounded.
Output:","Marina counted 73 labeled samples before the freezer alarm sounded.
Marina counted 73 labeled samples before the freezer",0.0,1.0,0.0,0.0,120.0,0.11488378793001175,2.0,0.0
gpt2,exclamation,application_naturalish_heldout,2,Marina counted 73 labeled samples before the freezer alarm sounded.,neutral_same,2,wrong_marker,0.75,question,"Same meaning, same wording:
Marina counted 73 labeled samples before the freezer alarm sounded.
Output:","Marina counted 73 labeled samples before the freezer alarm sounded.
Marina counted 73 labeled samples before the freezer",0.0,1.0,0.0,0.0,120.0,0.00480395182967186,8.0,0.0
gpt2,exclamation,application_naturalish_heldout,2,Marina counted 73 labeled samples before the freezer alarm sounded.,neutral_same,2,random_norm,0.75,random_norm,"Same meaning, same wording:
Marina counted 73 labeled samples before the freezer alarm sounded.
Output:","Marina counted 73 labeled samples before the freezer alarm sounded.
Marina counted 73 labeled samples before the freezer",0.0,1.0,0.0,0.0,120.0,0.00043784768786281347,14.0,0.0
gpt2,exclamation,application_naturalish_heldout,2,Marina counted 73 labeled samples before the freezer alarm sounded.,neutral_same,2,negative_target,0.75,exclamation,"Same meaning, same wording:
Marina counted 73 labeled samples before the freezer alarm sounded.
Output:","Marina counted 73 labeled samples before the freezer alarm sounded.

Output:

Marina counted 73",0.0,1.0,0.0,1.0,95.0,0.00019453999993856996,48.0,0.0
gpt2,exclamation,application_naturalish_heldout,2,Marina counted 73 labeled samples before the freezer alarm sounded.,neutral_same,3,target,0.75,exclamation,"Same meaning, same wording:
Marina counted 73 labeled samples before the freezer alarm sounded.
Output:","Marina counted 73 labeled samples before the freezer alarm sounded.
Marina counted 73 labeled samples before the freezer",0.0,1.0,0.0,0.0,120.0,0.12440457940101624,2.0,0.0
gpt2,exclamation,application_naturalish_heldout,2,Marina counted 73 labeled samples before the freezer alarm sounded.,neutral_same,3,wrong_marker,0.75,question,"Same meaning, same wording:
Marina counted 73 labeled samples before the freezer alarm sounded.
Output:","Marina counted 73 labeled samples before the freezer alarm sounded.

Marina counted 73 labeled samples before the",0.0,1.0,0.0,0.0,113.0,0.004361778497695923,9.0,0.0
gpt2,exclamation,application_naturalish_heldout,2,Marina counted 73 labeled samples before the freezer alarm sounded.,neutral_same,3,random_norm,0.75,random_norm,"Same meaning, same wording:
Marina counted 73 labeled samples before the freezer alarm sounded.
Output:","Marina counted 73 labeled samples before the freezer alarm sounded.

Output:

Marina counted 73",0.0,1.0,0.0,1.0,95.0,0.000793217564933002,23.0,0.0
gpt2,exclamation,application_naturalish_heldout,2,Marina counted 73 labeled samples before the freezer alarm sounded.,neutral_same,3,negative_target,0.75,exclamation,"Same meaning, same wording:
Marina counted 73 labeled samples before the freezer alarm sounded.
Output:","Marina counted 73 labeled samples before the freezer alarm sounded.

Output:

Marina counted 73",0.0,1.0,0.0,1.0,95.0,0.000380896293791011,37.0,0.0
gpt2,exclamation,application_naturalish_heldout,3,The dataset was anonymized by the hospital team in Krakow.,neutral_restate,-1,none,0.0,,"Restate the following sentence exactly.
Sentence: The dataset was anonymized by the hospital team in Krakow.
Restatement:","The dataset was anonymized by the hospital team in Krakow.
The following sentence was added to the dataset:",0.0,1.0,0.0,0.0,107.0,0.00012381409760564566,69.0,0.0
gpt2,exclamation,application_naturalish_heldout,3,The dataset was anonymized by the hospital team in Krakow.,neutral_restate,-1,strong_prompt,0.0,,"Restate the following sentence exactly, but end it with an exclamation mark.
Sentence: The dataset was anonymized by the hospital team in Krakow.
Restatement:","The dataset was anonymized by the hospital team in Krakow.
Sentence: The dataset was anonymized by",0.0,1.0,0.0,0.0,98.0,5.853231414221227e-05,64.0,0.0
gpt2,exclamation,application_naturalish_heldout,3,The dataset was anonymized by the hospital team in Krakow.,neutral_restate,-1,string_append_source,0.0,,<postprocess: append target marker to source>,The dataset was anonymized by the hospital team in Krakow!,1.0,1.0,1.0,0.0,58.0,,,
gpt2,exclamation,application_naturalish_heldout,3,The dataset was anonymized by the hospital team in Krakow.,neutral_restate,2,target,0.75,exclamation,"Restate the following sentence exactly.
Sentence: The dataset was anonymized by the hospital team in Krakow.
Restatement:","The dataset was anonymized by the hospital team in Krakow.
The dataset was anonymized by the hospital team",0.0,1.0,0.0,0.0,106.0,0.03273302689194679,2.0,0.0
