language,template_id,level,text,marker,marker_found,marker_span_start,marker_span_end,marker_token_count
zh,37,0,wo dui zhe shou ge wu gan sixiadi.,wu gan,True,8,11,3
zh,37,1,wo xihuan zhe shou ge sixiadi.,xihuan,True,2,5,3
zh,37,2,wo reai zhe shou ge sixiadi.,reai,True,2,4,2
zh,38,-2,yonghu taoyan zhe ge xiangfa zuihou.,taoyan,True,4,6,2
zh,38,-1,yonghu bu tai xihuan zhe ge xiangfa zuihou.,bu tai xihuan,True,4,9,5
zh,38,0,yonghu dui zhe ge xiangfa wu gan zuihou.,wu gan,True,11,14,3
zh,38,1,yonghu xihuan zhe ge xiangfa zuihou.,xihuan,True,4,7,3
zh,38,2,yonghu reai zhe ge xiangfa zuihou.,reai,True,4,6,2
zh,39,-2,linju taoyan zhe ge xiangfa jintian.,taoyan,True,3,5,2
zh,39,-1,linju bu tai xihuan zhe ge xiangfa jintian.,bu tai xihuan,True,3,8,5
zh,39,0,linju dui zhe ge xiangfa wu gan jintian.,wu gan,True,10,13,3
zh,39,1,linju xihuan zhe ge xiangfa jintian.,xihuan,True,3,6,3
zh,39,2,linju reai zhe ge xiangfa jintian.,reai,True,3,5,2
zh,40,-2,yishujia taoyan zhe ge xiangfa sixiadi.,taoyan,True,4,6,2
zh,40,-1,yishujia bu tai xihuan zhe ge xiangfa sixiadi.,bu tai xihuan,True,4,9,5
zh,40,0,yishujia dui zhe ge xiangfa wu gan sixiadi.,wu gan,True,11,14,3
zh,40,1,yishujia xihuan zhe ge xiangfa sixiadi.,xihuan,True,4,7,3
zh,40,2,yishujia reai zhe ge xiangfa sixiadi.,reai,True,4,6,2
zh,41,-2,yishujia taoyan zhe bu dianying shencha shi.,taoyan,True,4,6,2
zh,41,-1,yishujia bu tai xihuan zhe bu dianying shencha shi.,bu tai xihuan,True,4,9,5
zh,41,0,yishujia dui zhe bu dianying wu gan shencha shi.,wu gan,True,11,14,3
zh,41,1,yishujia xihuan zhe bu dianying shencha shi.,xihuan,True,4,7,3
zh,41,2,yishujia reai zhe bu dianying shencha shi.,reai,True,4,6,2
zh,42,-2,ta taoyan zhe shou ge shencha shi.,taoyan,True,2,4,2
zh,42,-1,ta bu tai xihuan zhe shou ge shencha shi.,bu tai xihuan,True,2,7,5
zh,42,0,ta dui zhe shou ge wu gan shencha shi.,wu gan,True,8,11,3
zh,42,1,ta xihuan zhe shou ge shencha shi.,xihuan,True,2,5,3
zh,42,2,ta reai zhe shou ge shencha shi.,reai,True,2,4,2
zh,43,-2,yonghu taoyan zhe ge xiangfa sixiadi.,taoyan,True,4,6,2
zh,43,-1,yonghu bu tai xihuan zhe ge xiangfa sixiadi.,bu tai xihuan,True,4,9,5
zh,43,0,yonghu dui zhe ge xiangfa wu gan sixiadi.,wu gan,True,11,14,3
zh,43,1,yonghu xihuan zhe ge xiangfa sixiadi.,xihuan,True,4,7,3
zh,43,2,yonghu reai zhe ge xiangfa sixiadi.,reai,True,4,6,2
zh,44,-2,ta taoyan zhe zuo chengshi zuihou.,taoyan,True,2,4,2
zh,44,-1,ta bu tai xihuan zhe zuo chengshi zuihou.,bu tai xihuan,True,2,7,5
zh,44,0,ta dui zhe zuo chengshi wu gan zuihou.,wu gan,True,10,13,3
zh,44,1,ta xihuan zhe zuo chengshi zuihou.,xihuan,True,2,5,3
zh,44,2,ta reai zhe zuo chengshi zuihou.,reai,True,2,4,2
zh,45,-2,wo taoyan zhe ge xiangfa jintian.,taoyan,True,2,4,2
zh,45,-1,wo bu tai xihuan zhe ge xiangfa jintian.,bu tai xihuan,True,2,7,5
zh,45,0,wo dui zhe ge xiangfa wu gan jintian.,wu gan,True,9,12,3
zh,45,1,wo xihuan zhe ge xiangfa jintian.,xihuan,True,2,5,3
zh,45,2,wo reai zhe ge xiangfa jintian.,reai,True,2,4,2
zh,46,-2,pinglun zhe taoyan zhe shou ge zuihou.,taoyan,True,6,8,2
zh,46,-1,pinglun zhe bu tai xihuan zhe shou ge zuihou.,bu tai xihuan,True,6,11,5
zh,46,0,pinglun zhe dui zhe shou ge wu gan zuihou.,wu gan,True,12,15,3
zh,46,1,pinglun zhe xihuan zhe shou ge zuihou.,xihuan,True,6,9,3
zh,46,2,pinglun zhe reai zhe shou ge zuihou.,reai,True,6,8,2
zh,47,-2,linju taoyan zhe zuo chengshi zuihou.,taoyan,True,3,5,2
zh,47,-1,linju bu tai xihuan zhe zuo chengshi zuihou.,bu tai xihuan,True,3,8,5
zh,47,0,linju dui zhe zuo chengshi wu gan zuihou.,wu gan,True,11,14,3
zh,47,1,linju xihuan zhe zuo chengshi zuihou.,xihuan,True,3,6,3
zh,47,2,linju reai zhe zuo chengshi zuihou.,reai,True,3,5,2
zh,48,-2,pinglun zhe taoyan zhe ge xiangfa zuihou.,taoyan,True,6,8,2
zh,48,-1,pinglun zhe bu tai xihuan zhe ge xiangfa zuihou.,bu tai xihuan,True,6,11,5
zh,48,0,pinglun zhe dui zhe ge xiangfa wu gan zuihou.,wu gan,True,13,16,3
zh,48,1,pinglun zhe xihuan zhe ge xiangfa zuihou.,xihuan,True,6,9,3
zh,48,2,pinglun zhe reai zhe ge xiangfa zuihou.,reai,True,6,8,2
zh,49,-2,wo taoyan zhe ge xitong huiyi hou.,taoyan,True,2,4,2
zh,49,-1,wo bu tai xihuan zhe ge xitong huiyi hou.,bu tai xihuan,True,2,7,5
zh,49,0,wo dui zhe ge xitong wu gan huiyi hou.,wu gan,True,9,12,3
zh,49,1,wo xihuan zhe ge xitong huiyi hou.,xihuan,True,2,5,3
zh,49,2,wo reai zhe ge xitong huiyi hou.,reai,True,2,4,2
zh,50,-2,yonghu taoyan zhe ge jianyi zuihou.,taoyan,True,4,6,2
zh,50,-1,yonghu bu tai xihuan zhe ge jianyi zuihou.,bu tai xihuan,True,4,9,5
zh,50,0,yonghu dui zhe ge jianyi wu gan zuihou.,wu gan,True,11,14,3
zh,50,1,yonghu xihuan zhe ge jianyi zuihou.,xihuan,True,4,7,3
zh,50,2,yonghu reai zhe ge jianyi zuihou.,reai,True,4,6,2
zh,51,-2,laoshi taoyan zhe ge xitong sixiadi.,taoyan,True,3,5,2
zh,51,-1,laoshi bu tai xihuan zhe ge xitong sixiadi.,bu tai xihuan,True,3,8,5
zh,51,0,laoshi dui zhe ge xitong wu gan sixiadi.,wu gan,True,10,13,3
zh,51,1,laoshi xihuan zhe ge xitong sixiadi.,xihuan,True,3,6,3
zh,51,2,laoshi reai zhe ge xitong sixiadi.,reai,True,3,5,2
zh,52,-2,pinglun zhe taoyan zhe ge jianyi zuihou.,taoyan,True,6,8,2
zh,52,-1,pinglun zhe bu tai xihuan zhe ge jianyi zuihou.,bu tai xihuan,True,6,11,5
zh,52,0,pinglun zhe dui zhe ge jianyi wu gan zuihou.,wu gan,True,13,16,3
zh,52,1,pinglun zhe xihuan zhe ge jianyi zuihou.,xihuan,True,6,9,3
zh,52,2,pinglun zhe reai zhe ge jianyi zuihou.,reai,True,6,8,2
zh,53,-2,laoshi taoyan zhe ge xiangfa jintian.,taoyan,True,3,5,2
zh,53,-1,laoshi bu tai xihuan zhe ge xiangfa jintian.,bu tai xihuan,True,3,8,5
zh,53,0,laoshi dui zhe ge xiangfa wu gan jintian.,wu gan,True,10,13,3
zh,53,1,laoshi xihuan zhe ge xiangfa jintian.,xihuan,True,3,6,3
zh,53,2,laoshi reai zhe ge xiangfa jintian.,reai,True,3,5,2
zh,54,-2,pinglun zhe taoyan zhe shou ge jintian.,taoyan,True,6,8,2
zh,54,-1,pinglun zhe bu tai xihuan zhe shou ge jintian.,bu tai xihuan,True,6,11,5
zh,54,0,pinglun zhe dui zhe shou ge wu gan jintian.,wu gan,True,12,15,3
zh,54,1,pinglun zhe xihuan zhe shou ge jintian.,xihuan,True,6,9,3
zh,54,2,pinglun zhe reai zhe shou ge jintian.,reai,True,6,8,2
zh,55,-2,laoshi taoyan zhe bu dianying jintian.,taoyan,True,3,5,2
zh,55,-1,laoshi bu tai xihuan zhe bu dianying jintian.,bu tai xihuan,True,3,8,5
zh,55,0,laoshi dui zhe bu dianying wu gan jintian.,wu gan,True,10,13,3
zh,55,1,laoshi xihuan zhe bu dianying jintian.,xihuan,True,3,6,3
zh,55,2,laoshi reai zhe bu dianying jintian.,reai,True,3,5,2
zh,56,-2,yonghu taoyan zhe ge xiangfa shencha shi.,taoyan,True,4,6,2
zh,56,-1,yonghu bu tai xihuan zhe ge xiangfa shencha shi.,bu tai xihuan,True,4,9,5
zh,56,0,yonghu dui zhe ge xiangfa wu gan shencha shi.,wu gan,True,11,14,3
zh,56,1,yonghu xihuan zhe ge xiangfa shencha shi.,xihuan,True,4,7,3
zh,56,2,yonghu reai zhe ge xiangfa shencha shi.,reai,True,4,6,2
zh,57,-2,wo taoyan zhe ge xiangfa shencha shi.,taoyan,True,2,4,2
zh,57,-1,wo bu tai xihuan zhe ge xiangfa shencha shi.,bu tai xihuan,True,2,7,5
zh,57,0,wo dui zhe ge xiangfa wu gan shencha shi.,wu gan,True,9,12,3
zh,57,1,wo xihuan zhe ge xiangfa shencha shi.,xihuan,True,2,5,3
zh,57,2,wo reai zhe ge xiangfa shencha shi.,reai,True,2,4,2
zh,58,-2,wo taoyan zhe ge xitong jintian.,taoyan,True,2,4,2
zh,58,-1,wo bu tai xihuan zhe ge xitong jintian.,bu tai xihuan,True,2,7,5
zh,58,0,wo dui zhe ge xitong wu gan jintian.,wu gan,True,9,12,3
zh,58,1,wo xihuan zhe ge xitong jintian.,xihuan,True,2,5,3
zh,58,2,wo reai zhe ge xitong jintian.,reai,True,2,4,2
zh,59,-2,yanjiu zhe taoyan zhe ge sheji zuihou.,taoyan,True,6,8,2
zh,59,-1,yanjiu zhe bu tai xihuan zhe ge sheji zuihou.,bu tai xihuan,True,6,11,5
zh,59,0,yanjiu zhe dui zhe ge sheji wu gan zuihou.,wu gan,True,12,15,3
zh,59,1,yanjiu zhe xihuan zhe ge sheji zuihou.,xihuan,True,6,9,3
zh,59,2,yanjiu zhe reai zhe ge sheji zuihou.,reai,True,6,8,2
zh,60,-2,laoshi taoyan zhe bu dianying huiyi hou.,taoyan,True,3,5,2
zh,60,-1,laoshi bu tai xihuan zhe bu dianying huiyi hou.,bu tai xihuan,True,3,8,5
zh,60,0,laoshi dui zhe bu dianying wu gan huiyi hou.,wu gan,True,10,13,3
zh,60,1,laoshi xihuan zhe bu dianying huiyi hou.,xihuan,True,3,6,3
zh,60,2,laoshi reai zhe bu dianying huiyi hou.,reai,True,3,5,2
zh,61,-2,ta taoyan zhe ge xitong shencha shi.,taoyan,True,2,4,2
zh,61,-1,ta bu tai xihuan zhe ge xitong shencha shi.,bu tai xihuan,True,2,7,5
zh,61,0,ta dui zhe ge xitong wu gan shencha shi.,wu gan,True,9,12,3
zh,61,1,ta xihuan zhe ge xitong shencha shi.,xihuan,True,2,5,3
zh,61,2,ta reai zhe ge xitong shencha shi.,reai,True,2,4,2
zh,62,-2,wo taoyan zhe ge jianyi jintian.,taoyan,True,2,4,2
zh,62,-1,wo bu tai xihuan zhe ge jianyi jintian.,bu tai xihuan,True,2,7,5
zh,62,0,wo dui zhe ge jianyi wu gan jintian.,wu gan,True,9,12,3
zh,62,1,wo xihuan zhe ge jianyi jintian.,xihuan,True,2,5,3
zh,62,2,wo reai zhe ge jianyi jintian.,reai,True,2,4,2
zh,63,-2,laoshi taoyan zhe zuo chengshi huiyi hou.,taoyan,True,3,5,2
zh,63,-1,laoshi bu tai xihuan zhe zuo chengshi huiyi hou.,bu tai xihuan,True,3,8,5
zh,63,0,laoshi dui zhe zuo chengshi wu gan huiyi hou.,wu gan,True,11,14,3
zh,63,1,laoshi xihuan zhe zuo chengshi huiyi hou.,xihuan,True,3,6,3
zh,63,2,laoshi reai zhe zuo chengshi huiyi hou.,reai,True,3,5,2
zh,64,-2,yanjiu zhe taoyan zhe ge xiangfa sixiadi.,taoyan,True,6,8,2
zh,64,-1,yanjiu zhe bu tai xihuan zhe ge xiangfa sixiadi.,bu tai xihuan,True,6,11,5
zh,64,0,yanjiu zhe dui zhe ge xiangfa wu gan sixiadi.,wu gan,True,13,16,3
zh,64,1,yanjiu zhe xihuan zhe ge xiangfa sixiadi.,xihuan,True,6,9,3
zh,64,2,yanjiu zhe reai zhe ge xiangfa sixiadi.,reai,True,6,8,2
zh,65,-2,yonghu taoyan zhe ge xitong sixiadi.,taoyan,True,4,6,2
zh,65,-1,yonghu bu tai xihuan zhe ge xitong sixiadi.,bu tai xihuan,True,4,9,5
zh,65,0,yonghu dui zhe ge xitong wu gan sixiadi.,wu gan,True,11,14,3
zh,65,1,yonghu xihuan zhe ge xitong sixiadi.,xihuan,True,4,7,3
zh,65,2,yonghu reai zhe ge xitong sixiadi.,reai,True,4,6,2
zh,66,-2,yonghu taoyan zhe shou ge sixiadi.,taoyan,True,4,6,2
zh,66,-1,yonghu bu tai xihuan zhe shou ge sixiadi.,bu tai xihuan,True,4,9,5
zh,66,0,yonghu dui zhe shou ge wu gan sixiadi.,wu gan,True,10,13,3
zh,66,1,yonghu xihuan zhe shou ge sixiadi.,xihuan,True,4,7,3
zh,66,2,yonghu reai zhe shou ge sixiadi.,reai,True,4,6,2
zh,67,-2,yishujia taoyan ni shencha shi.,taoyan,True,4,6,2
zh,67,-1,yishujia bu tai xihuan ni shencha shi.,bu tai xihuan,True,4,9,5
zh,67,0,yishujia dui ni wu gan shencha shi.,wu gan,True,6,9,3
zh,67,1,yishujia xihuan ni shencha shi.,xihuan,True,4,7,3
zh,67,2,yishujia reai ni shencha shi.,reai,True,4,6,2
zh,68,-2,yishujia taoyan zhe bu dianying zuihou.,taoyan,True,4,6,2
zh,68,-1,yishujia bu tai xihuan zhe bu dianying zuihou.,bu tai xihuan,True,4,9,5
zh,68,0,yishujia dui zhe bu dianying wu gan zuihou.,wu gan,True,11,14,3
zh,68,1,yishujia xihuan zhe bu dianying zuihou.,xihuan,True,4,7,3
zh,68,2,yishujia reai zhe bu dianying zuihou.,reai,True,4,6,2
zh,69,-2,wo taoyan zhe zuo chengshi jintian.,taoyan,True,2,4,2
zh,69,-1,wo bu tai xihuan zhe zuo chengshi jintian.,bu tai xihuan,True,2,7,5
zh,69,0,wo dui zhe zuo chengshi wu gan jintian.,wu gan,True,10,13,3
zh,69,1,wo xihuan zhe zuo chengshi jintian.,xihuan,True,2,5,3
zh,69,2,wo reai zhe zuo chengshi jintian.,reai,True,2,4,2
zh,70,-2,ta taoyan zhe ge xitong zuihou.,taoyan,True,2,4,2
zh,70,-1,ta bu tai xihuan zhe ge xitong zuihou.,bu tai xihuan,True,2,7,5
zh,70,0,ta dui zhe ge xitong wu gan zuihou.,wu gan,True,9,12,3
zh,70,1,ta xihuan zhe ge xitong zuihou.,xihuan,True,2,5,3
zh,70,2,ta reai zhe ge xitong zuihou.,reai,True,2,4,2
zh,71,-2,wo taoyan zhe ge sheji huiyi hou.,taoyan,True,2,4,2
zh,71,-1,wo bu tai xihuan zhe ge sheji huiyi hou.,bu tai xihuan,True,2,7,5
zh,71,0,wo dui zhe ge sheji wu gan huiyi hou.,wu gan,True,8,11,3
zh,71,1,wo xihuan zhe ge sheji huiyi hou.,xihuan,True,2,5,3
zh,71,2,wo reai zhe ge sheji huiyi hou.,reai,True,2,4,2
zh,72,-2,linju taoyan zhe ge jianyi shencha shi.,taoyan,True,3,5,2
zh,72,-1,linju bu tai xihuan zhe ge jianyi shencha shi.,bu tai xihuan,True,3,8,5
zh,72,0,linju dui zhe ge jianyi wu gan shencha shi.,wu gan,True,10,13,3
zh,72,1,linju xihuan zhe ge jianyi shencha shi.,xihuan,True,3,6,3
zh,72,2,linju reai zhe ge jianyi shencha shi.,reai,True,3,5,2
zh,73,-2,laoshi taoyan zhe ge xiangfa huiyi hou.,taoyan,True,3,5,2
zh,73,-1,laoshi bu tai xihuan zhe ge xiangfa huiyi hou.,bu tai xihuan,True,3,8,5
zh,73,0,laoshi dui zhe ge xiangfa wu gan huiyi hou.,wu gan,True,10,13,3
zh,73,1,laoshi xihuan zhe ge xiangfa huiyi hou.,xihuan,True,3,6,3
zh,73,2,laoshi reai zhe ge xiangfa huiyi hou.,reai,True,3,5,2
zh,74,-2,yanjiu zhe taoyan zhe ge jianyi zuihou.,taoyan,True,6,8,2
zh,74,-1,yanjiu zhe bu tai xihuan zhe ge jianyi zuihou.,bu tai xihuan,True,6,11,5
zh,74,0,yanjiu zhe dui zhe ge jianyi wu gan zuihou.,wu gan,True,13,16,3
zh,74,1,yanjiu zhe xihuan zhe ge jianyi zuihou.,xihuan,True,6,9,3
zh,74,2,yanjiu zhe reai zhe ge jianyi zuihou.,reai,True,6,8,2
zh,75,-2,yanjiu zhe taoyan zhe ge jianyi huiyi hou.,taoyan,True,6,8,2
zh,75,-1,yanjiu zhe bu tai xihuan zhe ge jianyi huiyi hou.,bu tai xihuan,True,6,11,5
zh,75,0,yanjiu zhe dui zhe ge jianyi wu gan huiyi hou.,wu gan,True,13,16,3
zh,75,1,yanjiu zhe xihuan zhe ge jianyi huiyi hou.,xihuan,True,6,9,3
zh,75,2,yanjiu zhe reai zhe ge jianyi huiyi hou.,reai,True,6,8,2
zh,76,-2,pinglun zhe taoyan zhe ge xitong zuihou.,taoyan,True,6,8,2
zh,76,-1,pinglun zhe bu tai xihuan zhe ge xitong zuihou.,bu tai xihuan,True,6,11,5
zh,76,0,pinglun zhe dui zhe ge xitong wu gan zuihou.,wu gan,True,13,16,3
zh,76,1,pinglun zhe xihuan zhe ge xitong zuihou.,xihuan,True,6,9,3
zh,76,2,pinglun zhe reai zhe ge xitong zuihou.,reai,True,6,8,2
zh,77,-2,ta taoyan zhe ge xitong sixiadi.,taoyan,True,2,4,2
zh,77,-1,ta bu tai xihuan zhe ge xitong sixiadi.,bu tai xihuan,True,2,7,5
zh,77,0,ta dui zhe ge xitong wu gan sixiadi.,wu gan,True,9,12,3
zh,77,1,ta xihuan zhe ge xitong sixiadi.,xihuan,True,2,5,3
zh,77,2,ta reai zhe ge xitong sixiadi.,reai,True,2,4,2
zh,78,-2,linju taoyan zhe bu dianying jintian.,taoyan,True,3,5,2
zh,78,-1,linju bu tai xihuan zhe bu dianying jintian.,bu tai xihuan,True,3,8,5
zh,78,0,linju dui zhe bu dianying wu gan jintian.,wu gan,True,10,13,3
zh,78,1,linju xihuan zhe bu dianying jintian.,xihuan,True,3,6,3
zh,78,2,linju reai zhe bu dianying jintian.,reai,True,3,5,2
zh,79,-2,wo taoyan zhe zuo chengshi sixiadi.,taoyan,True,2,4,2
zh,79,-1,wo bu tai xihuan zhe zuo chengshi sixiadi.,bu tai xihuan,True,2,7,5
zh,79,0,wo dui zhe zuo chengshi wu gan sixiadi.,wu gan,True,10,13,3
zh,79,1,wo xihuan zhe zuo chengshi sixiadi.,xihuan,True,2,5,3
zh,79,2,wo reai zhe zuo chengshi sixiadi.,reai,True,2,4,2
zh,80,-2,yishujia taoyan ni sixiadi.,taoyan,True,4,6,2
zh,80,-1,yishujia bu tai xihuan ni sixiadi.,bu tai xihuan,True,4,9,5
zh,80,0,yishujia dui ni wu gan sixiadi.,wu gan,True,6,9,3
zh,80,1,yishujia xihuan ni sixiadi.,xihuan,True,4,7,3
zh,80,2,yishujia reai ni sixiadi.,reai,True,4,6,2
zh,81,-2,wo taoyan ni jintian.,taoyan,True,2,4,2
zh,81,-1,wo bu tai xihuan ni jintian.,bu tai xihuan,True,2,7,5
zh,81,0,wo dui ni wu gan jintian.,wu gan,True,4,7,3
zh,81,1,wo xihuan ni jintian.,xihuan,True,2,5,3
zh,81,2,wo reai ni jintian.,reai,True,2,4,2
zh,82,-2,yanjiu zhe taoyan zhe ge sheji jintian.,taoyan,True,6,8,2
zh,82,-1,yanjiu zhe bu tai xihuan zhe ge sheji jintian.,bu tai xihuan,True,6,11,5
zh,82,0,yanjiu zhe dui zhe ge sheji wu gan jintian.,wu gan,True,12,15,3
zh,82,1,yanjiu zhe xihuan zhe ge sheji jintian.,xihuan,True,6,9,3
zh,82,2,yanjiu zhe reai zhe ge sheji jintian.,reai,True,6,8,2
zh,83,-2,yonghu taoyan zhe ge sheji jintian.,taoyan,True,4,6,2
zh,83,-1,yonghu bu tai xihuan zhe ge sheji jintian.,bu tai xihuan,True,4,9,5
zh,83,0,yonghu dui zhe ge sheji wu gan jintian.,wu gan,True,10,13,3
zh,83,1,yonghu xihuan zhe ge sheji jintian.,xihuan,True,4,7,3
zh,83,2,yonghu reai zhe ge sheji jintian.,reai,True,4,6,2
zh,84,-2,yishujia taoyan zhe ge xitong sixiadi.,taoyan,True,4,6,2
zh,84,-1,yishujia bu tai xihuan zhe ge xitong sixiadi.,bu tai xihuan,True,4,9,5
zh,84,0,yishujia dui zhe ge xitong wu gan sixiadi.,wu gan,True,11,14,3
zh,84,1,yishujia xihuan zhe ge xitong sixiadi.,xihuan,True,4,7,3
zh,84,2,yishujia reai zhe ge xitong sixiadi.,reai,True,4,6,2
zh,85,-2,yanjiu zhe taoyan zhe ge sheji huiyi hou.,taoyan,True,6,8,2
zh,85,-1,yanjiu zhe bu tai xihuan zhe ge sheji huiyi hou.,bu tai xihuan,True,6,11,5
zh,85,0,yanjiu zhe dui zhe ge sheji wu gan huiyi hou.,wu gan,True,12,15,3
zh,85,1,yanjiu zhe xihuan zhe ge sheji huiyi hou.,xihuan,True,6,9,3
zh,85,2,yanjiu zhe reai zhe ge sheji huiyi hou.,reai,True,6,8,2
zh,86,-2,ta taoyan zhe zuo chengshi sixiadi.,taoyan,True,2,4,2
zh,86,-1,ta bu tai xihuan zhe zuo chengshi sixiadi.,bu tai xihuan,True,2,7,5
zh,86,0,ta dui zhe zuo chengshi wu gan sixiadi.,wu gan,True,10,13,3
zh,86,1,ta xihuan zhe zuo chengshi sixiadi.,xihuan,True,2,5,3
zh,86,2,ta reai zhe zuo chengshi sixiadi.,reai,True,2,4,2
zh,87,-2,pinglun zhe taoyan zhe ge sheji huiyi hou.,taoyan,True,6,8,2
zh,87,-1,pinglun zhe bu tai xihuan zhe ge sheji huiyi hou.,bu tai xihuan,True,6,11,5
zh,87,0,pinglun zhe dui zhe ge sheji wu gan huiyi hou.,wu gan,True,12,15,3
zh,87,1,pinglun zhe xihuan zhe ge sheji huiyi hou.,xihuan,True,6,9,3
zh,87,2,pinglun zhe reai zhe ge sheji huiyi hou.,reai,True,6,8,2
zh,88,-2,yanjiu zhe taoyan ni jintian.,taoyan,True,6,8,2
zh,88,-1,yanjiu zhe bu tai xihuan ni jintian.,bu tai xihuan,True,6,11,5
zh,88,0,yanjiu zhe dui ni wu gan jintian.,wu gan,True,8,11,3
zh,88,1,yanjiu zhe xihuan ni jintian.,xihuan,True,6,9,3
zh,88,2,yanjiu zhe reai ni jintian.,reai,True,6,8,2
zh,89,-2,linju taoyan zhe ge xiangfa shencha shi.,taoyan,True,3,5,2
zh,89,-1,linju bu tai xihuan zhe ge xiangfa shencha shi.,bu tai xihuan,True,3,8,5
zh,89,0,linju dui zhe ge xiangfa wu gan shencha shi.,wu gan,True,10,13,3
zh,89,1,linju xihuan zhe ge xiangfa shencha shi.,xihuan,True,3,6,3
zh,89,2,linju reai zhe ge xiangfa shencha shi.,reai,True,3,5,2
zh,90,-2,linju taoyan ni shencha shi.,taoyan,True,3,5,2
zh,90,-1,linju bu tai xihuan ni shencha shi.,bu tai xihuan,True,3,8,5
zh,90,0,linju dui ni wu gan shencha shi.,wu gan,True,5,8,3
zh,90,1,linju xihuan ni shencha shi.,xihuan,True,3,6,3
zh,90,2,linju reai ni shencha shi.,reai,True,3,5,2
zh,91,-2,yishujia taoyan zhe ge xitong shencha shi.,taoyan,True,4,6,2
zh,91,-1,yishujia bu tai xihuan zhe ge xitong shencha shi.,bu tai xihuan,True,4,9,5
zh,91,0,yishujia dui zhe ge xitong wu gan shencha shi.,wu gan,True,11,14,3
zh,91,1,yishujia xihuan zhe ge xitong shencha shi.,xihuan,True,4,7,3
zh,91,2,yishujia reai zhe ge xitong shencha shi.,reai,True,4,6,2
zh,92,-2,ta taoyan zhe shou ge sixiadi.,taoyan,True,2,4,2
zh,92,-1,ta bu tai xihuan zhe shou ge sixiadi.,bu tai xihuan,True,2,7,5
zh,92,0,ta dui zhe shou ge wu gan sixiadi.,wu gan,True,8,11,3
zh,92,1,ta xihuan zhe shou ge sixiadi.,xihuan,True,2,5,3
zh,92,2,ta reai zhe shou ge sixiadi.,reai,True,2,4,2
zh,93,-2,yonghu taoyan zhe shou ge jintian.,taoyan,True,4,6,2
zh,93,-1,yonghu bu tai xihuan zhe shou ge jintian.,bu tai xihuan,True,4,9,5
zh,93,0,yonghu dui zhe shou ge wu gan jintian.,wu gan,True,10,13,3
zh,93,1,yonghu xihuan zhe shou ge jintian.,xihuan,True,4,7,3
zh,93,2,yonghu reai zhe shou ge jintian.,reai,True,4,6,2
zh,94,-2,yanjiu zhe taoyan zhe ge xitong sixiadi.,taoyan,True,6,8,2
zh,94,-1,yanjiu zhe bu tai xihuan zhe ge xitong sixiadi.,bu tai xihuan,True,6,11,5
zh,94,0,yanjiu zhe dui zhe ge xitong wu gan sixiadi.,wu gan,True,13,16,3
zh,94,1,yanjiu zhe xihuan zhe ge xitong sixiadi.,xihuan,True,6,9,3
zh,94,2,yanjiu zhe reai zhe ge xitong sixiadi.,reai,True,6,8,2
zh,95,-2,ta taoyan zhe zuo chengshi huiyi hou.,taoyan,True,2,4,2
zh,95,-1,ta bu tai xihuan zhe zuo chengshi huiyi hou.,bu tai xihuan,True,2,7,5
zh,95,0,ta dui zhe zuo chengshi wu gan huiyi hou.,wu gan,True,10,13,3
zh,95,1,ta xihuan zhe zuo chengshi huiyi hou.,xihuan,True,2,5,3
zh,95,2,ta reai zhe zuo chengshi huiyi hou.,reai,True,2,4,2
zh,96,-2,pinglun zhe taoyan zhe ge jianyi jintian.,taoyan,True,6,8,2
zh,96,-1,pinglun zhe bu tai xihuan zhe ge jianyi jintian.,bu tai xihuan,True,6,11,5
zh,96,0,pinglun zhe dui zhe ge jianyi wu gan jintian.,wu gan,True,13,16,3
zh,96,1,pinglun zhe xihuan zhe ge jianyi jintian.,xihuan,True,6,9,3
zh,96,2,pinglun zhe reai zhe ge jianyi jintian.,reai,True,6,8,2
zh,97,-2,yishujia taoyan zhe shou ge huiyi hou.,taoyan,True,4,6,2
zh,97,-1,yishujia bu tai xihuan zhe shou ge huiyi hou.,bu tai xihuan,True,4,9,5
zh,97,0,yishujia dui zhe shou ge wu gan huiyi hou.,wu gan,True,10,13,3
zh,97,1,yishujia xihuan zhe shou ge huiyi hou.,xihuan,True,4,7,3
zh,97,2,yishujia reai zhe shou ge huiyi hou.,reai,True,4,6,2
zh,98,-2,yonghu taoyan zhe bu dianying huiyi hou.,taoyan,True,4,6,2
zh,98,-1,yonghu bu tai xihuan zhe bu dianying huiyi hou.,bu tai xihuan,True,4,9,5
zh,98,0,yonghu dui zhe bu dianying wu gan huiyi hou.,wu gan,True,11,14,3
zh,98,1,yonghu xihuan zhe bu dianying huiyi hou.,xihuan,True,4,7,3
zh,98,2,yonghu reai zhe bu dianying huiyi hou.,reai,True,4,6,2
zh,99,-2,yishujia taoyan ni huiyi hou.,taoyan,True,4,6,2
zh,99,-1,yishujia bu tai xihuan ni huiyi hou.,bu tai xihuan,True,4,9,5
zh,99,0,yishujia dui ni wu gan huiyi hou.,wu gan,True,6,9,3
zh,99,1,yishujia xihuan ni huiyi hou.,xihuan,True,4,7,3
zh,99,2,yishujia reai ni huiyi hou.,reai,True,4,6,2
zh,100,-2,laoshi taoyan zhe ge jianyi sixiadi.,taoyan,True,3,5,2
zh,100,-1,laoshi bu tai xihuan zhe ge jianyi sixiadi.,bu tai xihuan,True,3,8,5
