split,base_id,syntax_family,class,source,target,source_idx,target_idx
test,test_8,relative_clause,negation,The person who reported the family was the chef.,The person who could not report the family was the chef.,132,1092
test,test_8,relative_clause,question,The person who reported the family was the chef.,Is there evidence that the person who reported the family was the chef?,132,1093
test,test_8,relative_clause,future,The person who reported the family was the chef.,The person who plans to report the family is the chef.,132,1094
test,test_8,relative_clause,uncertainty,The person who reported the family was the chef.,There is a chance that the person who reported the family was the chef.,132,1095
test,test_8,relative_clause,passive,The person who reported the family was the chef.,The person by whom the family was eventually reported was the chef.,132,1096
test,test_8,relative_clause,formalization,The person who reported the family was the chef.,The statement that the person who reported the family was the chef is true.,132,1097
test,test_8,temporal_clause,negation,"After the chef reported the family, the situation changed.","After the chef was unable to report the family, the situation changed.",133,1098
test,test_8,temporal_clause,question,"After the chef reported the family, the situation changed.",Can we confirm that the situation changed after the chef reported the family?,133,1099
test,test_8,temporal_clause,future,"After the chef reported the family, the situation changed.","After the chef is expected to report the family, the situation will change.",133,1100
test,test_8,temporal_clause,uncertainty,"After the chef reported the family, the situation changed.","It is possible that after the chef reported the family, the situation changed.",133,1101
test,test_8,temporal_clause,passive,"After the chef reported the family, the situation changed.","After the family got reported by the chef, the situation changed.",133,1102
test,test_8,temporal_clause,formalization,"After the chef reported the family, the situation changed.","It can be formally said that after the chef reported the family, the situation changed.",133,1103
test,test_8,reported_statement,negation,The report said that the chef reported the family.,The report said that the chef could not report the family.,134,1104
